Delivery_person_Age,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),order_prepare_time (min),distance,time_category,day_of_week
28.0,4.6,2022-03-12,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,10,17.102456375509604,Evening,Saturday
36.0,4.7,2022-03-27,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,38,10,16.796650852961825,Night,Sunday
22.0,4.6,2022-02-15,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,26,5,5.9619097723351295,Evening,Tuesday
20.0,4.8,2022-02-18,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,5,12.552275755914394,Evening,Friday
33.0,4.7,2022-03-11,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,10,1.4880023638894084,Morning,Friday
30.0,4.7,2022-04-02,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,27,5,11.902413303218285,Evening,Saturday
24.0,4.8,2022-03-28,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,10,9.297855593284813,Night,Monday
22.0,4.7,2022-04-06,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,5,10.692860419649532,Evening,Wednesday
35.0,4.6,2022-03-08,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,10,10.550310831725128,Night,Tuesday
21.0,4.7,2022-03-21,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,10,9.177049632235144,Evening,Monday
39.0,4.3,2022-04-06,Cloudy,Jam,2,Meal,motorcycle,0.0,Yes,Metropolitian,44,5,13.611034203648577,Night,Wednesday
24.0,4.6,2022-04-01,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,5,3.0992433209272896,Morning,Friday
26.0,4.7,2022-03-13,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,10,3.0146251453629738,Morning,Sunday
35.0,5.0,2022-03-21,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,5,7.775027531729311,Night,Monday
28.0,4.7,2022-03-12,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,15,13.592605845095418,Night,Saturday
36.0,4.9,2022-03-10,Fog,Medium,0,Drinks,motorcycle,0.0,Yes,Metropolitian,40,15,16.802572110954586,Evening,Thursday
37.0,4.7,2022-03-23,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,0,12.393068064322298,Night,Wednesday
23.0,4.6,2022-03-31,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,15,19.940329087742604,Evening,Thursday
35.0,4.2,2022-03-05,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,10,8.927537676383597,Night,Saturday
23.0,4.9,2022-02-15,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,5,2.973206328872894,Morning,Tuesday
26.0,4.7,2022-04-03,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10,5.951847295146883,Afternoon,Sunday
28.0,4.6,2022-03-11,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,14,5,1.5493596914279444,Morning,Friday
25.0,4.8,2022-03-25,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,15,13.994592406584347,Night,Friday
37.0,4.9,2022-03-19,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,0,9.177733633714041,Night,Saturday
37.0,4.6,2022-03-28,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,10,3.0359578343676326,Morning,Monday
31.0,3.7,2022-03-16,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,35,5,13.96227361078246,Evening,Wednesday
21.0,4.8,2022-03-18,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,29,5,16.79744377860206,Night,Friday
28.0,4.6,2022-03-27,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,0,13.944512755807569,Night,Sunday
34.0,4.2,2022-02-14,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,48,10,12.062190861797566,Night,Monday
36.0,4.6,2022-02-12,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,5,10.405069829459713,Night,Saturday
23.0,4.9,2022-02-13,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,10,1.4905500043124964,Morning,Sunday
28.0,4.5,2022-03-28,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,10,10,9.329348795430038,Night,Monday
28.0,4.5,2022-04-03,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,15,10,1.5495023088971138,Morning,Sunday
37.0,4.1,2022-03-31,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,33,5,13.961547929942947,Night,Thursday
22.0,4.9,2022-03-15,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,17,5,7.7462119762407955,Night,Tuesday
39.0,4.7,2022-03-17,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,15,9.307994788103352,Night,Thursday
35.0,4.4,2022-03-03,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,34,5,7.647421636955068,Evening,Thursday
22.0,5.0,2022-02-12,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,18,15,10.578385268615744,Evening,Saturday
33.0,5.0,2022-03-27,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,15,16.821191645783845,Night,Sunday
27.0,4.6,2022-03-26,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,10,7.5891604266055,Night,Saturday
25.0,4.9,2022-02-15,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,10,9.414207472710387,Night,Tuesday
32.0,4.8,2022-04-06,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,5,16.6952795873628,Night,Wednesday
31.0,3.7,2022-03-02,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,15,17.102456375509604,Evening,Wednesday
23.0,4.9,2022-02-14,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,15,10.27146402322994,Night,Monday
23.0,4.8,2022-02-16,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,13,0,20.030767622203655,Night,Wednesday
21.0,4.6,2022-02-15,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,23,5,6.276138627413788,Afternoon,Tuesday
30.0,4.6,2022-04-03,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,15,9.203840392783977,Evening,Sunday
31.0,4.6,2022-03-03,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,18,5,7.670564060247191,Night,Thursday
31.0,4.9,2022-04-05,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,15,4.707104052532131,Night,Tuesday
24.0,4.8,2022-03-10,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,15,5,12.392465625777453,Evening,Thursday
38.0,4.6,2022-03-17,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,30,5,6.2056636259809475,Evening,Thursday
24.0,4.9,2022-03-30,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,10,9.16087857490925,Night,Wednesday
36.0,4.8,2022-02-13,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,15,1.5574335769884062,Morning,Sunday
27.0,4.6,2022-03-19,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,10,7.756952986806547,Night,Saturday
32.0,4.5,2022-03-09,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,15,3.0538409693007513,Morning,Wednesday
34.0,4.4,2022-03-29,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,34,10,12.395167974024298,Night,Tuesday
30.0,4.9,2022-03-30,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,5,7.747301749382407,Evening,Wednesday
32.0,4.8,2022-03-24,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,10,9.061353966600347,Night,Thursday
27.0,4.6,2022-04-01,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,15,9.16567358092004,Evening,Friday
28.0,5.0,2022-03-03,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,26,10,4.602448566244239,Evening,Thursday
31.0,5.0,2022-03-09,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,27,5,4.530901473573473,Night,Wednesday
39.0,4.6,2022-04-06,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,15,12.081149886335265,Evening,Wednesday
32.0,4.6,2022-03-02,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,40,10,13.610673965426368,Night,Wednesday
26.0,4.1,2022-03-18,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,31,5,17.103050518544617,Evening,Friday
27.0,4.8,2022-04-02,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,15,16.6106931151329,Night,Saturday
24.0,4.7,2022-02-16,Fog,Medium,1,Meal,scooter,0.0,No,Urban,29,15,13.869942168879726,Evening,Wednesday
39.0,4.8,2022-03-11,Sunny,Low,2,Snack,scooter,1.0,No,Urban,19,5,3.1380694073889375,Morning,Friday
38.0,4.9,2022-03-30,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,28,5,3.0250325843898467,Afternoon,Wednesday
34.0,4.7,2022-02-11,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20,5,4.707104052532131,Evening,Friday
38.0,4.8,2022-03-13,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,33,5,9.307954561040031,Evening,Sunday
21.0,4.7,2022-03-29,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,10,20.166026938026103,Night,Tuesday
25.0,4.9,2022-03-31,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,10,10.571600405915428,Night,Thursday
28.0,5.0,2022-02-18,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,21,10,20.807497131813285,Night,Friday
31.0,4.7,2022-03-15,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,36,15,6.0411505795634,Afternoon,Tuesday
24.0,4.6,2022-02-13,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,10,4.627389225547364,Night,Sunday
34.0,4.8,2022-02-14,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,41,15,16.100181006773923,Night,Monday
32.0,4.6,2022-03-24,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,24,10,3.1098846908757523,Morning,Thursday
35.0,4.7,2022-03-11,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,5,4.580697136311829,Night,Friday
25.0,4.7,2022-03-31,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,10,15,10.983241696284244,Night,Thursday
39.0,4.8,2022-03-31,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Urban,28,15,12.410449792093456,Night,Thursday
33.0,4.3,2022-03-17,Stormy,High,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,5,3.059240455493852,Afternoon,Thursday
26.0,5.0,2022-03-13,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,10,9.32995691639106,Evening,Sunday
39.0,4.3,2022-04-05,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,37,15,6.136334249934516,Afternoon,Tuesday
31.0,4.3,2022-03-02,Fog,Medium,1,Drinks,scooter,1.0,Yes,Metropolitian,41,10,10.624481568765878,Evening,Wednesday
31.0,3.8,2022-03-06,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,32,10,14.121309628180253,Evening,Sunday
31.0,4.7,2022-04-04,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,23,5,13.660190417820273,Evening,Monday
39.0,4.1,2022-03-25,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,39,5,16.796129650059807,Night,Friday
23.0,4.6,2022-03-17,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,21,5,6.1177745597423066,Afternoon,Thursday
23.0,4.9,2022-04-06,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,10,12.393366266349965,Evening,Wednesday
23.0,4.7,2022-03-08,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,10,20.14291139576411,Night,Tuesday
24.0,4.7,2022-02-11,Windy,Medium,2,Meal,electric_scooter,0.0,No,Urban,22,5,7.705091176861137,Evening,Friday
39.0,4.1,2022-03-31,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,15,13.945658037651098,Evening,Thursday
21.0,4.3,2022-03-06,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,5,10.706698044121364,Evening,Sunday
37.0,4.1,2022-03-03,Fog,High,1,Meal,motorcycle,0.0,No,Metropolitian,33,15,3.014138004074559,Afternoon,Thursday
20.0,4.9,2022-03-29,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,20,15,17.039971971806022,Evening,Tuesday
34.0,4.8,2022-03-07,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,30,10,6.108962178720502,Afternoon,Monday
20.0,4.3,2022-03-01,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,5,4.580697136311829,Night,Tuesday
27.0,4.9,2022-02-14,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,5,19.02725076200763,Night,Monday
27.0,4.9,2022-02-11,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,16,10,1.5424975866289141,Morning,Friday
25.0,4.7,2022-02-18,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,15,20.031392062812472,Night,Friday
36.0,4.7,2022-03-10,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,27,10,16.873347387885367,Night,Thursday
32.0,4.9,2022-03-23,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,25,15,16.823894329937332,Evening,Wednesday
26.0,5.0,2022-03-17,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,22,5,6.028889249813659,Afternoon,Thursday
27.0,4.7,2022-03-14,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,10,19.342014987765523,Night,Monday
33.0,4.3,2022-04-06,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,36,15,17.103104604488404,Night,Wednesday
21.0,4.8,2022-03-19,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,13,10,7.748186179830032,Night,Saturday
34.0,4.6,2022-03-04,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,10,20.137065622347322,Night,Friday
23.0,4.9,2022-03-20,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,15,19.58824065849606,Evening,Sunday
31.0,4.3,2022-03-19,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,15,4.582113704313201,Night,Saturday
33.0,4.8,2022-03-03,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,15,6.10820338181505,Evening,Thursday
32.0,4.2,2022-03-06,Fog,Medium,2,Meal,scooter,0.0,No,Urban,36,10,20.166026938026103,Evening,Sunday
36.0,4.3,2022-03-03,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,5,1.5179323327587648,Morning,Thursday
21.0,4.8,2022-03-21,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,5,9.06140788892475,Evening,Monday
33.0,4.4,2022-02-18,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,5,19.070401048292606,Evening,Friday
22.0,4.7,2022-03-19,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,14,10,4.537333134049501,Evening,Saturday
29.0,4.7,2022-03-24,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,10,3.0146017669132554,Morning,Thursday
24.0,4.4,2022-04-06,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,15,17.06389883948774,Evening,Wednesday
22.0,4.0,2022-04-02,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,5,20.827428182142093,Night,Saturday
22.0,4.0,2022-03-04,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,15,13.764250249667594,Night,Friday
30.0,4.6,2022-02-15,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,15,4.707104052532131,Night,Tuesday
27.0,4.6,2022-03-30,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,14,10,7.562208879649091,Night,Wednesday
36.0,4.4,2022-02-16,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,42,10,10.579254772931849,Night,Wednesday
20.0,3.7,2022-02-15,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,47,5,7.786617813234494,Night,Tuesday
30.0,5.0,2022-03-28,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,5,9.061162036854244,Night,Monday
39.0,4.6,2022-03-04,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,15,20.828297086837768,Night,Friday
32.0,5.0,2022-03-03,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,28,10,7.636095878025375,Night,Thursday
33.0,5.0,2022-03-25,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,5,13.659644060860991,Evening,Friday
39.0,4.6,2022-04-01,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,10,4.521130413569851,Evening,Friday
34.0,4.4,2022-03-03,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,33,5,4.648468135610773,Evening,Thursday
22.0,4.6,2022-03-20,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,5,19.63121915859949,Evening,Sunday
36.0,4.3,2022-02-16,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,5,19.446216141440505,Night,Wednesday
25.0,4.7,2022-03-23,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,44,15,19.34026244163592,Night,Wednesday
21.0,4.6,2022-04-04,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,17,15,12.438927835428666,Night,Monday
22.0,4.2,2022-02-11,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,53,5,1.4962371335617215,Afternoon,Friday
32.0,5.0,2022-03-25,Windy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,15,13.962233538599422,Evening,Friday
38.0,4.7,2022-02-15,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,32,5,7.336028093102058,Night,Tuesday
32.0,4.6,2022-03-15,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,39,5,6.2195799756053045,Afternoon,Tuesday
37.0,4.5,2022-03-12,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,10,14.121309628180253,Evening,Saturday
28.0,4.7,2022-02-18,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,24,10,16.349702558993904,Night,Friday
21.0,5.0,2022-04-04,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,17,15,19.8516232898003,Night,Monday
28.0,4.0,2022-03-14,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,15,12.057018583052516,Night,Monday
28.0,4.8,2022-04-05,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,5,9.414207472710387,Night,Tuesday
35.0,4.7,2022-04-01,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,10,3.1380694073889375,Morning,Friday
34.0,5.0,2022-03-10,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,5,16.79186931198531,Evening,Thursday
27.0,4.5,2022-04-05,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,10,10,6.071959804867507,Afternoon,Tuesday
26.0,4.7,2022-02-11,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,10,1.5573224678868558,Morning,Friday
37.0,4.5,2022-02-12,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,5,11.923277133668593,Night,Saturday
29.0,4.7,2022-03-08,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,15,11.902765808034964,Night,Tuesday
29.0,4.9,2022-02-18,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,15,17.259376716936664,Night,Friday
36.0,4.5,2022-02-17,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,25,5,6.276138627413788,Afternoon,Thursday
30.0,4.8,2022-03-18,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,15,19.630145098916646,Evening,Friday
21.0,4.7,2022-04-05,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,10,4.588878401100727,Night,Tuesday
33.0,4.4,2022-02-11,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,39,10,5.961850874381983,Afternoon,Friday
28.0,4.9,2022-04-03,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,14,10,8.92749930283016,Night,Sunday
33.0,4.3,2022-03-14,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,42,5,19.659104803877018,Evening,Monday
36.0,4.5,2022-02-15,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,15,6.229340678593342,Evening,Tuesday
30.0,4.5,2022-03-24,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,10,6.1978304625342036,Evening,Thursday
29.0,4.6,2022-02-13,Fog,Medium,2,Meal,motorcycle,0.0,No,Urban,11,15,4.707104052532131,Evening,Sunday
28.0,4.5,2022-03-31,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,5,16.823323902378387,Night,Thursday
27.0,4.8,2022-02-13,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,12,5,6.095236580180058,Evening,Sunday
27.0,4.8,2022-03-07,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,22,15,6.219459890681099,Afternoon,Monday
29.0,4.6,2022-04-03,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,11,5,7.747872373794997,Night,Sunday
28.0,4.6,2022-03-13,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,5,7.7455168127771685,Evening,Sunday
37.0,4.8,2022-03-03,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,15,9.329347284017294,Night,Thursday
27.0,4.6,2022-03-28,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,15,7.77427248083593,Night,Monday
34.0,5.0,2022-02-14,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,25,15,13.411975059744568,Night,Monday
33.0,3.6,2022-03-27,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,32,15,10.884116941798604,Night,Sunday
35.0,4.6,2022-03-12,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,10,13.961608340957845,Night,Saturday
25.0,4.6,2022-03-29,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,15,17.259376716936664,Night,Tuesday
31.0,4.0,2022-04-06,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46,10,20.141516380852213,Night,Wednesday
37.0,4.7,2022-03-01,Stormy,High,0,Meal,motorcycle,2.0,No,Urban,49,10,1.5495871139522706,Afternoon,Tuesday
20.0,5.0,2022-03-21,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Urban,22,5,1.5514034361583107,Morning,Monday
37.0,4.5,2022-02-15,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,10,2.9731450184154755,Afternoon,Tuesday
32.0,4.6,2022-04-06,Stormy,Low,2,Snack,scooter,1.0,No,Urban,28,10,20.21236367487059,Night,Wednesday
36.0,4.9,2022-03-12,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,15,20.829237887189812,Night,Saturday
26.0,4.7,2022-04-04,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,10,13.806307264632855,Night,Monday
20.0,4.5,2022-03-07,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,10,9.04307025837713,Night,Monday
24.0,4.2,2022-03-09,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,10,4.463998184430929,Night,Wednesday
39.0,4.7,2022-04-02,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,15,10.572294774886384,Night,Saturday
39.0,4.6,2022-03-11,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,21,15,9.061995111687809,Night,Friday
22.0,4.6,2022-03-30,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,15,1.5496965554268864,Morning,Wednesday
30.0,4.6,2022-03-05,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,5,4.554040081615242,Evening,Saturday
30.0,4.5,2022-03-30,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,10,9.175803174868914,Night,Wednesday
39.0,4.4,2022-03-02,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,44,15,20.142918601975556,Evening,Wednesday
31.0,4.4,2022-03-27,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,10,10.415104203648255,Evening,Sunday
24.0,4.5,2022-04-03,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,15,7.669746054108835,Evening,Sunday
27.0,4.6,2022-03-29,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,5,10.846702356618382,Evening,Tuesday
37.0,4.6,2022-03-28,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15,10,1.5339975116617346,Morning,Monday
24.0,4.9,2022-03-21,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,17,15,4.537460219891628,Night,Monday
37.0,4.5,2022-04-06,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,23,5,16.871969938410068,Night,Wednesday
27.0,5.0,2022-03-13,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,24,10,6.135753835850377,Evening,Sunday
20.0,4.6,2022-03-08,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,5,10.550069974190382,Evening,Tuesday
38.0,4.6,2022-03-17,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,10,1.5272542689629798,Morning,Thursday
27.0,3.2,2022-03-08,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,36,10,10.737260597764378,Night,Tuesday
32.0,4.7,2022-03-10,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,15,17.10244951726794,Night,Thursday
28.0,4.6,2022-03-30,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,14,5,7.747213511669852,Evening,Wednesday
38.0,4.5,2022-03-24,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,21,5,4.464113950945344,Night,Thursday
20.0,4.8,2022-03-06,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,10,10.737746566804859,Night,Sunday
31.0,4.7,2022-03-09,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,15,3.0206869079039604,Afternoon,Wednesday
21.0,5.0,2022-03-25,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,48,10,17.041309090801786,Night,Friday
36.0,4.6,2022-03-29,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,39,15,17.043150732304994,Night,Tuesday
